Title,URL,Deadline,Call For,Opportunity Status,Estimated Funding,Source,Year
FY24 NAVAL AIR WARFARE CENTER AIRCRAFT DIVISION OFFICE-WIDE BROAD AGENCY ANNOUNCEMENT,https://www.grants.gov/search-results-detail/355077,2025-06-20,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
FOUNDATIONS OF TRUSTED SYSTEMS,https://www.grants.gov/search-results-detail/357464,2028-12-05,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
Accelerating Solutions to Improve Access and Quality of Empirically-Supported Practices for Youth Mental Health (R01 Clinical Trial Optional),https://www.grants.gov/search-results-detail/357524,2027-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Screening and Functional Validation of Genomic Variants Associated with Human Congenital Anomalies (R01 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/356909,2028-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
Cancer Prevention and Control Clinical Trials Grant Program (R01 Clinical Trial Required),https://www.grants.gov/search-results-detail/357074,2027-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Biology of Bladder Cancer (R01 Clinical Trial Optional),https://www.grants.gov/search-results-detail/357252,2025-09-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Research and Development (RAD) Directed Energy (RD) University Assistance Instruments,https://www.grants.gov/search-results-detail/355499,2029-07-18,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2029
National Cancer Institute's Investigator-Initiated Early Phase Clinical Trials for Cancer Treatment and Diagnosis (R01 Clinical Trial Required),https://www.grants.gov/search-results-detail/357075,2027-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Co-infection and Cancer (R01 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357267,2026-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Limited Competition: CCRP Initiative: Promoting a Basic Understanding of Chemical Threats to Skin (R34 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/356637,2028-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
RESTORE Act Centers of Excellence Research Grants Program,https://www.grants.gov/search-results-detail/356559,2025-10-31,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
NIA Academic Leadership Career Award (K07 Independent Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357000,2027-11-12,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Limited Competition: Basic Instrumentation Grant (BIG) Program (S10 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/356887,2027-06-01,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Innovative Approaches to Studying Cancer Communication in the New Information Ecosystem (R01 Clinical Trial Optional),https://www.grants.gov/search-results-detail/357312,2025-09-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Pilot Hybrid Effectiveness-Implementation Trials for Mental Health Interventions (R01  Clinical Trial Required),https://www.grants.gov/search-results-detail/357422,2027-10-15,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Confirmatory Efficacy Clinical Trials of Non-Pharmacological and Pharmacological Interventions for Mental Disorders (R01 Clinical Trial Required),https://www.grants.gov/search-results-detail/357423,2027-10-15,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Microglial Pathophysiology in Comorbid Substance Use Disorder (SUD) and HIV (R61/R33 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/356173,2025-08-14,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
NHLBI Early Phase Clinical Trials for Therapeutics and/or Diagnostics for HLBS Disorders (R33 CT Required),https://www.grants.gov/search-results-detail/357542,2027-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
NIH HEAL Initiative PainCare Clinician Training Program (PCTP): Mentored Patient-Oriented Research Career Development award (K23 - Clinical Trial Required),https://www.grants.gov/search-results-detail/355209,2027-07-12,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Mechanisms that Impact Cancer Risk after Bariatric Surgery (R21 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/356342,2028-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
NHLBI Early Phase Clinical Trials for Therapeutics and/or Diagnostics for HLBS Disorders (R61/R33 Clinical Trial Required),https://www.grants.gov/search-results-detail/357543,2027-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Successor-in-Interest (Type 6 Parent Clinical Trial Optional),https://www.grants.gov/search-results-detail/355353,2027-07-17,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
NSF EPSCoR Graduate Fellowship Program,https://www.grants.gov/search-results-detail/355270,2025-06-02,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Cultural Anthropology Program - Doctoral Dissertation Research Improvement Grants,https://www.grants.gov/search-results-detail/356415,2025-08-15,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Basic Research in Cancer Health Disparities (R01 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357192,2028-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
Career Transition Award for NINDS Intramural Clinician-Scientists (K22 Clinical Trial Required),https://www.grants.gov/search-results-detail/357476,2027-11-12,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Enhancing Mechanistic Research on Precision Probiotic Therapies (R61/R33 Clinical Trial Optional),https://www.grants.gov/search-results-detail/356925,2027-06-02,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Schizophrenia and related disorders during mid- to late-life (R21 Clinical Trial Optional),https://www.grants.gov/search-results-detail/357183,2026-09-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Development of Psychosocial Therapeutic and Preventive Interventions for Mental Disorders (R61/R33 Clinical Trial Required),https://www.grants.gov/search-results-detail/357427,2027-10-15,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Secondary Analysis and Integration of Existing Data to Elucidate Cancer Risk and Related Outcomes (R01 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357204,2026-09-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Career Transition Award for NINDS Intramural Clinician-Scientists (K22 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357474,2027-11-12,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Innovative Screening Approaches and Therapies for Screenable Disorders in Newborns (R21 - Clinical Trial Optional),https://www.grants.gov/search-results-detail/357487,2027-11-16,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
NINDS Ruth L. Kirschstein National Research Service Award (NRSA) for Training of Postdoctoral Fellows (F32 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357035,2028-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
Chemical Countermeasures Research Program (CCRP) Initiative: Basic Research on The Deleterious Effects of Acute Exposure to Ultra-Potent Synthetic (UPS) Opioids (R01 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357250,2027-11-18,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Novel Mechanism Research on Neuropsychiatric Symptoms (NPS) in Alzheimer's Dementia (R01 Clinical Trial Optional),https://www.grants.gov/search-results-detail/357199,2026-09-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Mechanisms that Impact Cancer Risk with Use of Incretin Mimetics (R21 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357203,2027-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Revision Applications for Incorporation of Novel NCI-Supported Technology to Accelerate Cancer Research (R01 Clinical Trial Optional),https://www.grants.gov/search-results-detail/357957,2025-10-03,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Toward Translation of Nanotechnology Cancer Interventions (TTNCI; R01 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357748,2027-11-15,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Innovative Biospecimen Science Technologies for Basic and Clinical Cancer Research (R61 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357735,2025-10-03,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
"Pilot Studies of Biological, Behavioral and Social Mechanisms Contributing to HIV Pathogenesis Within the Mission of NIDDK (R21 Clinical Trial Not Allowed)",https://www.grants.gov/search-results-detail/358082,2028-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
NIMH Career Transition Award for Tenure-Track Intramural Investigators (K22 Independent Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357566,2027-11-12,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
NIDDK Catalyst Award (DP1 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357804,2025-07-18,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Advanced Development and Validation of Emerging Biospecimen Science Technologies for Basic and Clinical Cancer Research (R33 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357737,2025-10-03,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Ancillary Studies to Ongoing Clinical Projects (R01 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357597,2025-12-05,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
NIH Small Research Grant Program (Parent R03 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357805,2028-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
NIH Exploratory/Developmental Research Project Grant (Parent R21 Clinical Trial Required),https://www.grants.gov/search-results-detail/357809,2028-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
Ancillary Studies to Ongoing Clinical Projects (R21 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357591,2025-12-05,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Advancing HIV/AIDS Research within the Mission of the NIDCD (R01 Clinical Trial Optional),https://www.grants.gov/search-results-detail/358079,2028-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
NIH Exploratory/Developmental Research Project Grant (Parent R21 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357807,2028-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
Limited Competition: Mentored Research Career Development Program Award in Clinical and Translational Science Awards (CTSA) Program (K12 Clinical Trial Optional),https://www.grants.gov/search-results-detail/357632,2027-09-28,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Limited Competition: Small Grant Program for NIDDK K01/K08/K23/K25 Recipients (R03 Clinical Trial Optional),https://www.grants.gov/search-results-detail/358116,2028-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
"Secondary Analysis of Existing Datasets in Heart, Lung, and Blood Diseases and Sleep Disorders (R21 Clinical Trial Not Allowed)",https://www.grants.gov/search-results-detail/357938,2026-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Academic-Industrial Partnerships for Translation of Technologies for Diagnosis and Treatment (R01 - Clinical Trial Optional),https://www.grants.gov/search-results-detail/357963,2028-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
Unveiling Health and Healthcare Disparities in Non-Communicable and Chronic Diseases in Latin America: Setting the Stage for Better Health Outcomes Across the Hemisphere (R01 - Clinical Trials Not Allowed),https://www.grants.gov/search-results-detail/358087,2027-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Small R01s for Clinical Trials Targeting Diseases within the Mission of NIDDK (R01 Clinical Trial Required),https://www.grants.gov/search-results-detail/358089,2026-05-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Addressing Barriers to Healthcare Transitions for Survivors of Childhood and Adolescent Cancers (R01 Clinical Trial Optional),https://www.grants.gov/search-results-detail/357747,2025-10-17,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Limited Competition: Ruth L. Kirschstein National Research Service Award (NRSA) Predoctoral Research Training Grant for the Clinical and Translational Science Awards (CTSA) Program (T32 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357836,2027-09-28,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Limited Competition: NCATS Clinical and Translational Science Award (CTSA) Program Research Education Grants Programs (R25 - Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357622,2027-05-28,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Interventions to Address Disparities in Liver Diseases and Liver Cancer (R01 - Clinical Trials Optional),https://www.grants.gov/search-results-detail/357550,2028-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
Life and Environments Through Time,https://www.grants.gov/search-results-detail/357580,Not specified,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),Not specified
"Security, Privacy, and Trust in Cyberspace",https://www.grants.gov/search-results-detail/357554,2025-09-29,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
NIH Exploratory/Developmental Research Project Grant (Parent R21 Basic Experimental Studies with Humans Required),https://www.grants.gov/search-results-detail/357811,2028-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
Exploratory/Developmental Bioengineering Research Grants (EBRG) (R21 Clinical Trial Optional),https://www.grants.gov/search-results-detail/357627,2028-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
NIH Research Project Grant (Parent R01 Basic Experimental Studies with Humans Required),https://www.grants.gov/search-results-detail/357814,2028-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
HEAL Initiative-Early-Stage Discovery of New Pain Targets Within the Understudied Druggable Proteome (R03 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357655,2026-07-16,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
NIDCD Research Dissertation Fellowship for Au.D. Audiologists (F32),https://www.grants.gov/search-results-detail/358114,2028-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
NEI Clinical Research Study Planning Grant Program (R34 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/358118,2028-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
NIDDK Centers for Diabetes Translation Research (P30 Clinical Trial Optional),https://www.grants.gov/search-results-detail/357599,2025-06-10,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Interventions on Health and Healthcare Disparities on Non-Communicable and Chronic Diseases in Latin America: Improving Health Outcomes Across the Hemisphere (R01 - Clinical Trial Required),https://www.grants.gov/search-results-detail/358157,2027-05-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Advanced Development and Validation of Emerging Molecular and Cellular Analysis Technologies for Basic and Clinical Cancer Research (R33 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357738,2025-10-03,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Planning for Product Development Strategy (R34 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357945,2026-12-04,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Ruth L. Kirschstein National Research Service Award (NRSA) Short-Term Institutional Research Training Grant (Parent T35),https://www.grants.gov/search-results-detail/357996,2028-05-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
Joint NINDS/NIMH Exploratory Neuroscience Research Grant (R21 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/358075,2028-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
Advancing HIV/AIDS Research within the Mission of the NIDCD (R21 Clinical Trial Optional),https://www.grants.gov/search-results-detail/358080,2028-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
HEAL Initiative: Pain Research Enhancement Program (PREP) (R15 Clinical Trial Optional),https://www.grants.gov/search-results-detail/358090,2026-11-23,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Collaborative Research Using Biosamples and/or Data from Type 1 Diabetes Clinical Studies (R01 - Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/358238,2026-03-08,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Role of Defective Proviruses in HIV Persistence (R01 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357590,2028-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
Supporting Talented Early Career Researchers in Genomics (R01 Clinical Trial Optional),https://www.grants.gov/search-results-detail/357744,2027-02-26,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Structure and Physics of the Solid Earth,https://www.grants.gov/search-results-detail/357578,Not specified,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),Not specified
Interventions to Reduce Sleep Health Disparities (R01 - Clinical Trials Optional),https://www.grants.gov/search-results-detail/357572,2027-09-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
"Water, Landscape, and Critical Zone Processes",https://www.grants.gov/search-results-detail/357579,Not specified,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),Not specified
New Investigator Gateway Awards for Collaborative T1D Research (R03 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/358370,2026-03-06,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Innovative Molecular and Cellular Analysis Technologies for Basic and Clinical Cancer Research (R61 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357734,2025-10-03,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Elucidating Immunometabolic Responses to HIV Infection that Increase TB or HBV Risk (R21 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357822,2028-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
NEI Research Grant for Vision-Related Secondary Data Analysis (R21 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357979,2027-10-16,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
NIDCD Research Grants for Translating Basic Research into Clinical Practice (R01 Clinical Trial Optional),https://www.grants.gov/search-results-detail/357742,2027-10-12,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Trailblazer Award for New and Early Stage Investigators (R21 Clinical Trial Optional),https://www.grants.gov/search-results-detail/358073,2026-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Chemical Evolution of the Solid Earth and Volcanology,https://www.grants.gov/search-results-detail/357609,Not specified,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),Not specified
Exploratory/Developmental Bioengineering Research Grants (EBRG) (R21 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357651,2028-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
Preclinical Proof of Concept Studies for Rare Diseases (R21 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357570,2026-06-02,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
"Development and Testing of Novel Interventions to Improve HIV Prevention, Treatment, and Program Implementation for People Who Use Substances (R34 Clinical Trial Required)",https://www.grants.gov/search-results-detail/358093,2027-05-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
"Clinical Observational (CO) Studies in Musculoskeletal, Rheumatic, and Skin Diseases (R01 Clinical Trial Not Allowed)",https://www.grants.gov/search-results-detail/357604,2026-11-02,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
NHLBI Clinical Trial Pilot Studies (R34 Clinical Trial Optional),https://www.grants.gov/search-results-detail/357800,2027-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
"High Impact, Interdisciplinary Science in NIDDK Research Areas (RC2 Clinical Trial Optional)",https://www.grants.gov/search-results-detail/357653,2027-10-15,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Ex Vivo Models for Studies at the Intersection of HIV and Addictive Substance Use (R01 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357939,2025-08-13,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Multidisciplinary Studies of HIV/AIDS and Aging (R01 Clinical Trial Optional),https://www.grants.gov/search-results-detail/358076,2027-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Materials Research Science and Engineering Centers,https://www.grants.gov/search-results-detail/358003,2025-11-24,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
NIH Research Project Grant (Parent R01 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357812,2028-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
Multidisciplinary Studies of HIV/AIDS and Aging (R21 Clinical Trial Optional),https://www.grants.gov/search-results-detail/358078,2027-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Translational Bioinformatics and Experimental Approaches to Advance Drug Repositioning and Combination Therapy Development for Alzheimers Disease and Related Dementias (R01 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357943,2028-05-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
Research on Current Topics in Alzheimer's Disease and Its Related Dementias (R01 Clinical Trial Optional),https://www.grants.gov/search-results-detail/357935,2027-11-05,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Method to Extend Research in Time (MERIT) Award Extension Request (Type 4 eSubmission Clinical Trial Optional),https://www.grants.gov/search-results-detail/358024,2028-09-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
"FY25 Department of the Navy (DoN) Science, Technology, Engineering, and Mathematics (STEM) Education and Workforce Program",https://www.grants.gov/search-results-detail/358025,2025-08-29,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
BRAIN Initiative: New Concepts and Early-Stage Research for Recording and Modulation in the Nervous System (R21) (Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357601,2026-06-15,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Elucidating Immunometabolic Responses to HIV Infection that Increase TB or HBV Risk (R01 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357821,2028-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
"Ultra-Rare Gene-based Therapy (URGenT) Network Resource Access (X01, Clinical Trial Not Allowed)",https://www.grants.gov/search-results-detail/357815,2028-01-31,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
Limited Competition: Small Grant Program for NHLBI K01/K08/K23/K25 Recipients (R03 Clinical Trial Optional),https://www.grants.gov/search-results-detail/357741,2026-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Innovative Mental Health Services Research Not Involving Clinical Trials (R01 Clinical Trials Not Allowed),https://www.grants.gov/search-results-detail/357946,2028-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
High-Priority Research in Tobacco Regulatory Science (R01 Clinical Trial Optional),https://www.grants.gov/search-results-detail/357548,2025-06-06,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
"Pilot Health Services and Economic Research on the Treatment of Drug, Alcohol, and Tobacco Use Disorders (R34 Clinical Trial Optional)",https://www.grants.gov/search-results-detail/357573,2027-05-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
NIH Research Project Grant (Parent R01 Clinical Trial Required),https://www.grants.gov/search-results-detail/357813,2028-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
Exploratory Clinical Trial Grants in Arthritis and Musculoskeletal and Skin Diseases (R61 Clinical Trial Required),https://www.grants.gov/search-results-detail/357602,2026-11-02,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Research on Current Topics in Alzheimer's Disease and Its Related Dementias (R21 Clinical Trial Optional),https://www.grants.gov/search-results-detail/357936,2027-11-16,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
In Vivo High-Resolution Imaging for Inner Ear Visualization (R01 Clinical Trial optional),https://www.grants.gov/search-results-detail/358022,2026-10-01,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
NCI Pathway to Independence Award (K99/R00  Clinical Trial Required),https://www.grants.gov/search-results-detail/358202,2027-10-14,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Priority HIV/AIDS Research within the Mission of NIDDK (R01 Clinical Trial Optional),https://www.grants.gov/search-results-detail/358086,2028-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
Innovative Pilot Mental Health Services Research Not Involving Clinical Trials (R34 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357947,2028-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
Academic-Industrial Partnerships for Translation of Technologies for Diagnosis and Treatment (R01 - Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357962,2028-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
Awards Supporting Cutting-Edge Technologies for Translational Science (ASCETTS) (R21 Clinical Trials Not Allowed),https://www.grants.gov/search-results-detail/357625,2025-06-19,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Research Opportunities in Crisis Response Services for Suicide Prevention (R01 Clinical Trial Optional),https://www.grants.gov/search-results-detail/354934,2025-10-08,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Astronomy and Astrophysics Research Grants,https://www.grants.gov/search-results-detail/342959,2025-11-17,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
"Safety, Security, and Privacy of Open-Source Ecosystems",https://www.grants.gov/search-results-detail/356472,2026-04-28,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
USGS Earthquake Hazards Program External Research Support Announcement for Fiscal Year 2026,https://www.grants.gov/search-results-detail/358582,2025-05-28,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Microsystems Technology Office (MTO) Office-wide,https://www.grants.gov/search-results-detail/354134,2025-10-09,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Alzheimer&rsquo;s Research Program Transforming Care Award,https://www.grants.gov/search-results-detail/358721,2025-08-29,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
"DoD Rare Cancers, Resource and Community Development Award",https://www.grants.gov/search-results-detail/358795,2025-10-06,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
"DoD Military Burn, Patient-Centered Research Award",https://www.grants.gov/search-results-detail/358799,2025-09-08,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
"DoD Military Burn, Technology/Therapeutic Development Award",https://www.grants.gov/search-results-detail/358800,2025-09-08,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
"Bilateral Academic Research Initiative (BARI) Program &ndash; Ministry of Trade, Industry and Energy (MOTIE)",https://www.grants.gov/search-results-detail/358555,2025-08-29,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
"DoD Military Burn, Discovery Award",https://www.grants.gov/search-results-detail/358796,2025-09-08,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Pathways to Enable Open-Source Ecosystems,https://www.grants.gov/search-results-detail/356423,2025-09-02,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Archaeometry,https://www.grants.gov/search-results-detail/347331,2025-12-01,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
"Research on the Science and Technology Enterprise: Indicators, Statistics, and Methods (NCSES S&amp;T)",https://www.grants.gov/search-results-detail/355219,2025-06-17,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Archaeology Program Senior Research Awards,https://www.grants.gov/search-results-detail/358689,2025-07-01,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Archaeology Program - Doctoral Dissertation Research Improvement Grants,https://www.grants.gov/search-results-detail/344911,Not specified,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),Not specified
Biological Anthropology Program  -  Doctoral Dissertation Research Improvement Grants,https://www.grants.gov/search-results-detail/344002,2025-07-31,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
