Title,URL,Deadline,Call For,Opportunity Status,Estimated Funding,Source,Year
STRUCTURAL AND FUNCTIONAL CHARACTERIZATION OF APDGFR GENE PRODUCT,https://reporter.nih.gov/project-details/1Z01CP005633-01,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
ROLE OF PATHWAY PHOSPHOLIPASE C-PROTEIN KINASE C IN CELL PROLIFERATION,https://reporter.nih.gov/project-details/1Z01CP005629-01,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
EXPRESSION AND REGULATION OF KGF AND HGF GENES,https://reporter.nih.gov/project-details/1Z01CP005712-01,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
FUNCTIONAL CHARACTERIZATION OF SECRETED FORM OF A VEGF RECEPTOR,https://reporter.nih.gov/project-details/1Z01CP005644-03,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
ESPRESSION CLONING OF TRANSFORMING GENES FROM HUMAN TUMOR CELLS,https://reporter.nih.gov/project-details/1Z01CP005627-03,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
CHARACTERIZATION OF THE HEPATOCYE GROWTH FACTOR RECEPTOR SIGNALING PATHWAYS,https://reporter.nih.gov/project-details/1Z01CP005626-02,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
ISOLATION AND CHARACTERIZATION OF NEW TRANSFORMING GENES FROM HUMAN TUMORS,https://reporter.nih.gov/project-details/1Z01CP005712-02,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
CHARACTERIZATION OF PDGF RECEPTORS IN A BACULOVIRUS EXPRESSION SYSTEM,https://reporter.nih.gov/project-details/1Z01CP005634-01,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
STRUCTURAL AND FUNCTIONAL CHARACTERIZATION OF V-SIS GENE PRODUCT,https://reporter.nih.gov/project-details/1Z01CP005546-02,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
PROTEIN KINASES IN GROWTH FACTOR CELL PROLIFERATION AND TRANSFORMATION,https://reporter.nih.gov/project-details/1Z01CP005549-03,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
MOLECULAR CLONING AND CHARACTERIZATION OF PLASMINOGEN-LIKE GROWTH FACTOR,https://reporter.nih.gov/project-details/1Z01CP005627-02,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
PHOSPHORYLATION IN GROWTH FACTOR-MEDIATED CELL ACTIVATION AND TRANSFORMATION,https://reporter.nih.gov/project-details/1Z01CP005549-02,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
PURIFICATION AND CHARACTERIZATION OF EPITHELIAL CELL MITOGENS,https://reporter.nih.gov/project-details/1Z01CP005511-01,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
ANALYSIS OF AN PROTO-ONCOGENE ENCODING A PUTATIVE GROWTH FACTOR RECEPTOR,https://reporter.nih.gov/project-details/1Z01CP005514-02,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
STRUCTURAL CHARACTERIZATION OF PUTATIVE GROWTH FACTOR RECEPTOR GENE C-ERB-2,https://reporter.nih.gov/project-details/1Z01CP005472-04,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
STRUCTURAL CHARACTERIZATION OF PUTATIVE GROWTH FACTOR RECEPTOR GENE C-ERBB-2,https://reporter.nih.gov/project-details/1Z01CP005472-03,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
THE ROLE OF PI-3K IN ALPHA-PDGFR-MEDIATED MITOGENIC SIGNAL TRANSDUCTION,https://reporter.nih.gov/project-details/1Z01CP005644-04,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
FUNCTIONAL AND STRUCTURAL CHARACTERIZATION OF HUMAN PDGF RECEPTORS,https://reporter.nih.gov/project-details/1Z01CP005634-02,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
PURIFICATION AND CHARACTERIZATION OF EPITHELIAL CELL GROWTH FACTOR,https://reporter.nih.gov/project-details/1Z01CP005470-01,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
ROLE OF CELLULAR AND VIRAL ONCOGENES ON CELL GROWTH,https://reporter.nih.gov/project-details/1Z01CP005472-01,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
MITOGENIC SIGNAL TRANSDUCTION IN BALB/MK KERATINOCYTES,https://reporter.nih.gov/project-details/1Z01CP005639-01,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
USE OF FUNGI FOR FOOD OR MEDICINE BY ANCIENT & RECENT PEOPLES; PARASITES,https://reporter.nih.gov/project-details/2S07RR007064-24,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
"ETHNOMYCOLOLOGY: FOOD OR MED FUNGI, ANCIENT/RECENT MAN, CEREAL/GRASS PARASITES",https://reporter.nih.gov/project-details/2S07RR007064-23,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
ETHNOMYCOLOGY: ANCIENT & RECENT FUNGI USE FOR FOOD OR MEDICINE: PARASITE,https://reporter.nih.gov/project-details/2S07RR007064-22,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
Training Program in Cancer Biology,https://reporter.nih.gov/project-details/2T32CA078207-16A1,Not specified,Research Grant,Awarded,"$464,142.00",NIH RePORTER,2023
p53 - Regulators and Effectors,https://reporter.nih.gov/project-details/3P01CA080058-15S2,Not specified,Research Grant,Awarded,"$108,914.00",NIH RePORTER,2023
Effectors of p53 Pro-survival and Pro-apoptotic Signaling Pathways,https://reporter.nih.gov/project-details/5P01CA080058-14,Not specified,Research Grant,Awarded,"$443,590.00",NIH RePORTER,2023
ADMINISTRATIVE CORE,https://reporter.nih.gov/project-details/1P60MD002256-01,Not specified,Research Grant,Awarded,"$73,136.00",NIH RePORTER,2023
Defining mechanisms and targets in Wnt addicted human malignancies (PQ22),https://reporter.nih.gov/project-details/1R01CA170702-01,Not specified,Research Grant,Awarded,"$351,713.00",NIH RePORTER,2023
Postdoctoral Training Program in Cancer Biology,https://reporter.nih.gov/project-details/5T32CA088796-04,Not specified,Research Grant,Awarded,"$236,439.00",NIH RePORTER,2023
WNT Receptor Signaling and Cancer,https://reporter.nih.gov/project-details/5R01CA071672-13,Not specified,Research Grant,Awarded,"$394,741.00",NIH RePORTER,2023
Effectors of p53 Pro-Survival & Pro-Apoptotic Signaling,https://reporter.nih.gov/project-details/5P01CA080058-09,Not specified,Research Grant,Awarded,"$540,697.00",NIH RePORTER,2023
Cellular Senescence in Aging and Cancer,https://reporter.nih.gov/project-details/5R01CA085214-09,Not specified,Research Grant,Awarded,"$450,243.00",NIH RePORTER,2023
"Cancer Resource--Pathology, Registry and Biorepositories",https://reporter.nih.gov/project-details/5R24CA095834-05,Not specified,Research Grant,Awarded,"$173,590.00",NIH RePORTER,2023
CLONING AND ANALYSIS OF WNT RECEPTORS IN BREAST CANCER,https://reporter.nih.gov/project-details/5R01CA071672-07,Not specified,Research Grant,Awarded,"$381,375.00",NIH RePORTER,2023
RAS-RELATED ONCOGENES IN HUMAN TUMORS,https://reporter.nih.gov/project-details/5R01CA066654-02,Not specified,Research Grant,Awarded,"$367,172.00",NIH RePORTER,2023
ERBB AND RAS-LIKE ONCOGENE INTERACTION IN HUMAN BREAST CANCER,https://reporter.nih.gov/project-details/5P50CA068425-02,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
MAPK in p53 induced growth arrest/senescence,https://reporter.nih.gov/project-details/5P01CA080058-03,Not specified,Research Grant,Awarded,"$237,979.00",NIH RePORTER,2023
Assessing the impact of WTC dust exposure on prostate cancer recurrence,https://reporter.nih.gov/project-details/5U01OH012628-02,Not specified,Research Grant,Awarded,"$499,998.00",NIH RePORTER,2023
TARGETING HEREDITARY BREAST CANCERS THROUGH ELUCIDATION OF BRCA1/2 GENE FUNCTIONS,https://reporter.nih.gov/project-details/3P50CA068425-05S1,Not specified,Research Grant,Awarded,"$327,843.00",NIH RePORTER,2023
TRAINING PROGRAM IN CANCER THERAPY,https://reporter.nih.gov/project-details/1T32CA078207-01A1,Not specified,Research Grant,Awarded,"$137,879.00",NIH RePORTER,2023
Impact of WTC dust on immune functions and prostate cancer promotion,https://reporter.nih.gov/project-details/5U01OH011328-02,Not specified,Research Grant,Awarded,"$600,000.00",NIH RePORTER,2023
HEALTH ADMINISTRATION TRAINEESHIPS & SPECIAL PROJECTS,https://reporter.nih.gov/project-details/1A19AH010105-01,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
HEALTH ADMINISTRATION TRAINEESHIPS AND SPECIAL PROJECTS,https://reporter.nih.gov/project-details/2A19AH010152-02,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
IMPACT OF PRIOR BIOPSIES ON SUBSEQUENT MEASUREMENTS OF MUSCLE PROTEIN METABOLISM,https://reporter.nih.gov/project-details/5M01RR000073-44,Not specified,Research Grant,Awarded,"$3,821.00",NIH RePORTER,2023
What sources of fatty acids are used for VLDL-triglyceride synthesis in the,https://reporter.nih.gov/project-details/3M01RR000073-41S1,Not specified,Research Grant,Awarded,"$11,003.00",NIH RePORTER,2023
IMAGING OF THE BRAIN USING SMALL GAMMA CAMERAS,https://reporter.nih.gov/project-details/5R29NS035765-02,Not specified,Research Grant,Awarded,"$92,652.00",NIH RePORTER,2023
BIOMEDICAL RESEARCH SUPPORT,https://reporter.nih.gov/project-details/2S07RR005381-24,Not specified,Research Grant,Awarded,"$346,484.00",NIH RePORTER,2023
SMALL INSTRUMENTATION GRANT,https://reporter.nih.gov/project-details/1S15HD028736-01,Not specified,Research Grant,Awarded,"$80,614.00",NIH RePORTER,2023
ASIP YALE UNIVERSITY,https://reporter.nih.gov/project-details/1S15MH047884-01,Not specified,Research Grant,Awarded,"$53,116.00",NIH RePORTER,2023
ASIP--YALE UNIVERSITY SCHOOL OF MEDICINE,https://reporter.nih.gov/project-details/1S15MH045865-01,Not specified,Research Grant,Awarded,"$49,064.00",NIH RePORTER,2023
SMALL INSTRUMENTATION PROGRAM,https://reporter.nih.gov/project-details/1S15GM041210-01,Not specified,Research Grant,Awarded,"$26,776.00",NIH RePORTER,2023
AIDS INFRASTRUCTURE--ALTERATION AND RENOVATION,https://reporter.nih.gov/project-details/1G20RR005185-01,Not specified,Research Grant,Awarded,"$876,957.00",NIH RePORTER,2023
Characterizing the Relationship between Uterine Activity and Placental Function Across Pregnancy with MRI,https://reporter.nih.gov/project-details/5R21HD106553-02,Not specified,Research Grant,Awarded,"$269,367.00",NIH RePORTER,2023
Synthetic Developmental Tissue Engineering of Human Hair Follicles,https://reporter.nih.gov/project-details/5K01AR072131-04,Not specified,Research Grant,Awarded,"$115,569.00",NIH RePORTER,2023
Generating morphogen gradients to engineer human integumentary organoids,https://reporter.nih.gov/project-details/5R21EB028970-02,Not specified,Research Grant,Awarded,"$202,500.00",NIH RePORTER,2023
TO BE DETERMINED,https://reporter.nih.gov/project-details/5F31GM014585-02,Not specified,Research Grant,Awarded,"$22,179.00",NIH RePORTER,2023
THE INFLUENCE OF BASIC NEED SATISFACTION ON HIV RISK BEHAVIOR,https://reporter.nih.gov/project-details/5F31MH086337-02,Not specified,Research Grant,Awarded,"$5,400.00",NIH RePORTER,2023
Bronx Peer Connect,https://reporter.nih.gov/project-details/5H79TI024596-02,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
Bronx Women???s Collaborative,https://reporter.nih.gov/project-details/1H79TI025166-01,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
RNA METHYL TRANSFERASE: ERMC,https://reporter.nih.gov/project-details/5P41RR001646-15,Not specified,Research Grant,Awarded,"$11,194.00",NIH RePORTER,2023
Accuracy and Precision in CT Quantification of COPD Through Virtual Imaging Trials,https://reporter.nih.gov/project-details/1R01HL155293-01A1,Not specified,Research Grant,Awarded,"$447,232.00",NIH RePORTER,2023
Associations of Youth E-Cig and Tobacco Use:  Ecological Momentary Assessment,https://reporter.nih.gov/project-details/1R03DA041899-01A1,Not specified,Research Grant,Awarded,"$107,828.00",NIH RePORTER,2023
ADVANCED EDUCATIONAL PROGRAM IN GENERAL DENTISTRY,https://reporter.nih.gov/project-details/5D30DH016006-02,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
Assessing the effects of hurricane Maria on Opioid Agonist Treatment access among PWID in rural Puerto Rico,https://reporter.nih.gov/project-details/1R21DA047304-01,Not specified,Research Grant,Awarded,"$259,263.00",NIH RePORTER,2023
B cell-T cell crosstalk in celiac disease,https://reporter.nih.gov/project-details/5R01DK128352-02,Not specified,Research Grant,Awarded,"$427,543.00",NIH RePORTER,2023
Pilot and Feasibility Program,https://reporter.nih.gov/project-details/5P30DK042086-35,Not specified,Research Grant,Awarded,"$178,263.00",NIH RePORTER,2023
Biological Mechanisms Core-RC-2,https://reporter.nih.gov/project-details/5P30AG021334-19,Not specified,Research Grant,Awarded,"$255,275.00",NIH RePORTER,2023
AGE RELATED CHANGE IN ANGIOTENSIN RECEPTORS AND ITS ROLE IN CHRONIC INFLAMMATION,https://reporter.nih.gov/project-details/5K23AG035005-04,Not specified,Research Grant,Awarded,"$161,325.00",NIH RePORTER,2023
Geriatrics Research: From Bench-to-Bedside,https://reporter.nih.gov/project-details/5R13AG054139-08,Not specified,Research Grant,Awarded,"$70,469.00",NIH RePORTER,2023
AI-Driven Frailty Assessment and Molecular Correlation: A Multimodal Mentorship Initiative,https://reporter.nih.gov/project-details/1K24AG088484-01,Not specified,Research Grant,Awarded,"$198,976.00",NIH RePORTER,2023
Age Related Change in Mitochondrial Angiotensin System and Mitochondrial Decline,https://reporter.nih.gov/project-details/3R01AG046441-04S1,Not specified,Research Grant,Awarded,"$163,500.00",NIH RePORTER,2023
Biological Mechanisms Core - RC2,https://reporter.nih.gov/project-details/5P30AG021334-22,Not specified,Research Grant,Awarded,"$173,047.00",NIH RePORTER,2023
STRENGHTHENING HIV TESTING CARE & SUPPORT SERVICES FOCUSED ON MARP'S,https://reporter.nih.gov/project-details/3U2GGH000796-03S1,Not specified,Research Grant,Awarded,"$57,844.00",NIH RePORTER,2023
Detection of Melanoma by Canine Olfactory Receptors.,https://reporter.nih.gov/project-details/1R21CA132046-01A1,Not specified,Research Grant,Awarded,"$206,550.00",NIH RePORTER,2023
Flexible Macromolecular Docking,https://reporter.nih.gov/project-details/5R01GM071872-11,Not specified,Research Grant,Awarded,"$361,428.00",NIH RePORTER,2023
Novel Druggable Exosites in Protein Kinases,https://reporter.nih.gov/project-details/1R01GM074832-01A1,Not specified,Research Grant,Awarded,"$357,858.00",NIH RePORTER,2023
Addressing biomedical challenges with computational mechanics and big data,https://reporter.nih.gov/project-details/5R35GM131881-02,Not specified,Research Grant,Awarded,"$383,163.00",NIH RePORTER,2023
Macromolecular Docking,https://reporter.nih.gov/project-details/5R01GM071872-04,Not specified,Research Grant,Awarded,"$338,149.00",NIH RePORTER,2023
THEORETICAL PROTEIN STRUCTURE PREDICTION BY HOMOLGY,https://reporter.nih.gov/project-details/7R01GM055418-03,Not specified,Research Grant,Awarded,"$170,986.00",NIH RePORTER,2023
NADPH oxidase-mediated NLRP3 Inflammasome Activation in Dahl Salt-Sensitive Hypertension,https://reporter.nih.gov/project-details/1F32HL136161-01,Not specified,Research Grant,Awarded,"$50,780.00",NIH RePORTER,2023
Sex Differences in Gut Metabolite-Immune Interplay in Hypertension and Renal End-Organ Damage,https://reporter.nih.gov/project-details/1R56HL169434-01A1,Not specified,Research Grant,Awarded,"$639,151.00",NIH RePORTER,2023
Redox Triggering of Glomerular NALP3 Inflammasomes in Hyperhomocysteinemia,https://reporter.nih.gov/project-details/1F31AG043289-01,Not specified,Research Grant,Awarded,"$33,855.00",NIH RePORTER,2023
Genetic analysis of innate immunity using C. elegans,https://reporter.nih.gov/project-details/5R37GM070977-18,Not specified,Research Grant,Awarded,"$346,500.00",NIH RePORTER,2023
Mechanism of innate immune activation by intestinal distension,https://reporter.nih.gov/project-details/5R01AI156900-06,Not specified,Research Grant,Awarded,"$408,750.00",NIH RePORTER,2023
C. elegans to study organismal control of recovery from bacterial infections,https://reporter.nih.gov/project-details/7R01AI117911-03,Not specified,Research Grant,Awarded,"$385,000.00",NIH RePORTER,2023
Regulation of Innate Immunity by Virulence Factors,https://reporter.nih.gov/project-details/1R21AI065641-01,Not specified,Research Grant,Awarded,"$224,790.00",NIH RePORTER,2023
A Novel Multiomics-based Systems Biology Approach to Understanding Cardiac Regeneration in Swine,https://reporter.nih.gov/project-details/1F31HL167328-01,Not specified,Research Grant,Awarded,"$34,323.00",NIH RePORTER,2023
Does Health Insurance Promote Health through Providers and Networks?,https://reporter.nih.gov/project-details/5R01AG075073-03,Not specified,Research Grant,Awarded,"$347,537.00",NIH RePORTER,2023
2/2 Video Telehealth Pulmonary Rehabilitation to Reduce Hospital Readmission in Chronic Obstructive Pulmonary Disease (Tele-COPD),https://reporter.nih.gov/project-details/5U24HL155807-04,Not specified,Research Grant,Awarded,"$255,070.00",NIH RePORTER,2023
QUEST PHARMACEUTICAL SERVICES:1107631 [14-013468]IGF::OT::IGF,https://reporter.nih.gov/project-details/271201400123C-0-0-1,Not specified,Research Grant,Awarded,"$265,276.00",NIH RePORTER,2023
Parenting and Teen Risk in College: A Person-Centered Approach,https://reporter.nih.gov/project-details/1F31AA018063-01A1,Not specified,Research Grant,Awarded,"$35,987.00",NIH RePORTER,2023
IL-18 Signaling in Mesenchymal Stem Cells: Function and Surgial Protection,https://reporter.nih.gov/project-details/1F32HL092718-01,Not specified,Research Grant,Awarded,"$50,517.00",NIH RePORTER,2023
Regulation of Fracture Healing by Macrophage-Derived Wnt Ligands,https://reporter.nih.gov/project-details/5F30AR076221-04,Not specified,Research Grant,Awarded,"$47,719.00",NIH RePORTER,2023
Regulation of motor neuron enhancers by the transcription factor Nkx2.2,https://reporter.nih.gov/project-details/5F31NS092246-02,Not specified,Research Grant,Awarded,"$22,894.00",NIH RePORTER,2023
